x,y,z,yaw
3.0,0.0,2.0,1.5707963267948966
3.0,0.1,2.0,1.5707963267948966
3.0,0.2,2.0,1.5707963267948966
3.0,0.3,2.0,1.5707963267948966
3.0,0.4,2.0,1.5707963267948966
3.0,0.5,2.0,1.5707963267948966
3.0,0.6,2.0,1.5707963267948966
3.0,0.7,2.0,1.5707963267948966
3.0,0.8,2.0,1.5707963267948966
3.0,0.9,2.0,1.5707963267948966
3.0,1.0,2.0,1.5707963267948966
3.0,1.1,2.0,1.5707963267948966
3.0,1.2,2.0,1.5707963267948966
3.0,1.2999999999999998,2.0,1.5707963267948966
3.0,1.4,2.0,1.5707963267948966
3.0,1.5,2.0,1.5707963267948966
3.0,1.6,2.0,1.5707963267948966
3.0,1.7,2.0,1.5707963267948966
3.0,1.8,2.0,1.5707963267948966
3.0,1.9000000000000001,2.0,1.5707963267948966
3.0,2.0,2.0,1.5707963267948966
3.0,2.1,2.0,1.5707963267948966
3.0,2.2,2.0,1.5707963267948966
3.0,2.3000000000000003,2.0,1.5707963267948966
3.0,2.4,2.0,1.5707963267948966
3.0,2.5,2.0,1.5707963267948966
3.0,2.5999999999999996,2.0,1.5707963267948966
3.0,2.6999999999999997,2.0,1.5707963267948966
3.0,2.8,2.0,1.5707963267948966
3.0,2.9,2.0,1.5707963267948966
3.0,3.0,2.0,1.5707963267948966
3.0,3.1,2.0,1.5707963267948966
3.0,3.2,2.0,1.5707963267948966
3.0,3.3,2.0,1.5707963267948966
3.0,3.4,2.0,1.5707963267948966
3.0,3.5,2.0,1.5707963267948966
3.0,3.6,2.0,1.5707963267948966
3.0,3.7,2.0,1.5707963267948966
3.0,3.8000000000000003,2.0,1.5707963267948966
3.0,3.9,2.0,1.5707963267948966
3.0,4.0,2.0,1.5707963267948966
3.0,4.1,2.0,1.5707963267948966
3.0,4.2,2.0,1.5707963267948966
3.0,4.3,2.0,1.5707963267948966
3.0,4.4,2.0,1.5707963267948966
3.0,4.5,2.0,1.5707963267948966
3.0,4.6000000000000005,2.0,1.5707963267948966
3.0,4.7,2.0,1.5707963267948966
3.0,4.8,2.0,1.5707963267948966
3.0,4.9,2.0,1.5707963267948966
3.0,5.0,2.0,1.5707963267948966
3.0,5.1,2.0,1.5707963267948966
3.0,5.199999999999999,2.0,1.5707963267948966
3.0,5.3,2.0,1.5707963267948966
3.0,5.3999999999999995,2.0,1.5707963267948966
3.0,5.5,2.0,1.5707963267948966
3.0,5.6,2.0,1.5707963267948966
3.0,5.7,2.0,1.5707963267948966
3.0,5.8,2.0,1.5707963267948966
3.0,5.9,2.0,1.5707963267948966
3.0,6.0,2.0,1.5707963267948966
3.0,6.1000000000000005,2.0,1.5707963267948966
3.0,6.2,2.0,1.5707963267948966
3.0,6.300000000000001,2.0,1.5707963267948966
3.0,6.4,2.0,1.5707963267948966
3.0,6.5,2.0,1.5707963267948966
3.0,6.6,2.0,1.5707963267948966
3.0,6.699999999999999,2.0,1.5707963267948966
3.0,6.8,2.0,1.5707963267948966
3.0,6.8999999999999995,2.0,1.5707963267948966
3.0,7.0,2.0,1.5707963267948966
3.0,7.1,2.0,1.5707963267948966
3.0,7.2,2.0,1.5707963267948966
3.0,7.3,2.0,1.5707963267948966
3.0,7.4,2.0,1.5707963267948966
3.0,7.5,2.0,1.5707963267948966
3.0,7.6000000000000005,2.0,1.5707963267948966
3.0,7.700000000000001,2.0,1.5707963267948966
3.0,7.8,2.0,1.5707963267948966
3.0,7.9,2.0,1.5707963267948966
3.0,8.0,2.0,1.5707963267948966
3.0,8.1,2.0,1.5707963267948966
3.0,8.2,2.0,1.5707963267948966
3.0,8.3,2.0,1.5707963267948966
3.0,8.4,2.0,1.5707963267948966
3.0,8.5,2.0,1.5707963267948966
3.0,8.6,2.0,1.5707963267948966
3.0,8.7,2.0,1.5707963267948966
3.0,8.8,2.0,1.5707963267948966
3.0,8.899999999999999,2.0,1.5707963267948966
3.0,9.0,2.0,1.5707963267948966
3.0,9.1,2.0,1.5707963267948966
3.0,9.200000000000001,2.0,1.5707963267948966
3.0,9.299999999999999,2.0,1.5707963267948966
3.0,9.4,2.0,1.5707963267948966
3.0,9.5,2.0,1.5707963267948966
3.0,9.6,2.0,1.5707963267948966
3.0,9.7,2.0,1.5707963267948966
3.0,9.8,2.0,1.5707963267948966
3.0,9.9,2.0,1.5707963267948966
3.0,10.0,2.0,1.5707963267948966
3.0,10.1,2.0,1.5707963267948966
3.0,10.2,2.0,1.5707963267948966
3.0,10.3,2.0,1.5707963267948966
3.0,10.399999999999999,2.0,1.5707963267948966
3.0,10.5,2.0,1.5707963267948966
3.0,10.6,2.0,1.5707963267948966
3.0,10.700000000000001,2.0,1.5707963267948966
3.0,10.799999999999999,2.0,1.5707963267948966
3.0,10.9,2.0,1.5707963267948966
3.0,11.0,2.0,1.5707963267948966
3.0,11.100000000000001,2.0,1.5707963267948966
3.0,11.2,2.0,1.5707963267948966
3.0,11.3,2.0,1.5707963267948966
3.0,11.4,2.0,1.5707963267948966
3.0,11.5,2.0,1.5707963267948966
3.0,11.6,2.0,1.5707963267948966
3.0,11.7,2.0,1.5707963267948966
3.0,11.8,2.0,1.5707963267948966
3.0,11.899999999999999,2.0,1.5707963267948966
3.0,12.0,2.0,1.5707963267948966
3.0,12.1,2.0,1.5707963267948966
3.0,12.200000000000001,2.0,1.5707963267948966
3.0,12.299999999999999,2.0,1.5707963267948966
3.0,12.4,2.0,1.5707963267948966
3.0,12.5,2.0,1.5707963267948966
3.0,12.600000000000001,2.0,1.5707963267948966
3.0,12.7,2.0,1.5707963267948966
3.0,12.8,2.0,1.5707963267948966
3.0,12.9,2.0,1.5707963267948966
3.0,13.0,2.0,1.5707963267948966
3.0,13.1,2.0,1.5707963267948966
3.0,13.2,2.0,1.5707963267948966
3.0,13.3,2.0,1.5707963267948966
3.0,13.399999999999999,2.0,1.5707963267948966
3.0,13.5,2.0,1.5707963267948966
3.0,13.6,2.0,1.5707963267948966
3.0,13.700000000000001,2.0,1.5707963267948966
3.0,13.799999999999999,2.0,1.5707963267948966
3.0,13.9,2.0,1.5707963267948966
3.0,14.0,2.0,1.5707963267948966
3.0,14.100000000000001,2.0,1.5707963267948966
3.0,14.2,2.0,1.5707963267948966
3.0,14.3,2.0,1.5707963267948966
3.0,14.4,2.0,1.5707963267948966
3.0,14.5,2.0,1.5707963267948966
3.0,14.6,2.0,1.5707963267948966
3.0,14.7,2.0,1.5707963267948966
3.0,14.8,2.0,1.5707963267948966
3.0,14.899999999999999,2.0,1.5707963267948966
3.0,15.0,2.0,1.5707963267948966
3.0,15.1,2.0,1.5707963267948966
3.0,15.200000000000001,2.0,1.5707963267948966
3.0,15.299999999999999,2.0,1.5707963267948966
3.0,15.400000000000002,2.0,1.5707963267948966
3.0,15.5,2.0,1.5707963267948966
3.0,15.6,2.0,1.5707963267948966
3.0,15.700000000000001,2.0,1.5707963267948966
3.0,15.8,2.0,1.5707963267948966
3.0,15.899999999999999,2.0,1.5707963267948966
3.0,16.0,2.0,1.5707963267948966
3.0,16.099999999999998,2.0,1.5707963267948966
3.0,16.2,2.0,1.5707963267948966
3.0,16.3,2.0,1.5707963267948966
3.0,16.4,2.0,1.5707963267948966
3.0,16.5,2.0,1.5707963267948966
3.0,16.6,2.0,1.5707963267948966
3.0,16.7,2.0,1.5707963267948966
3.0,16.8,2.0,1.5707963267948966
3.0,16.9,2.0,1.5707963267948966
3.0,17.0,2.0,1.5707963267948966
3.0,17.1,2.0,1.5707963267948966
3.0,17.2,2.0,1.5707963267948966
3.0,17.3,2.0,1.5707963267948966
3.0,17.4,2.0,1.5707963267948966
3.0,17.5,2.0,1.5707963267948966
3.0,17.6,2.0,1.5707963267948966
3.0,17.7,2.0,1.5707963267948966
3.0,17.799999999999997,2.0,1.5707963267948966
3.0,17.900000000000002,2.0,1.5707963267948966
3.0,18.0,2.0,1.5707963267948966
3.0,18.099999999999998,2.0,1.5707963267948966
3.0,18.2,2.0,1.5707963267948966
3.0,18.3,2.0,1.5707963267948966
3.0,18.400000000000002,2.0,1.5707963267948966
3.0,18.5,2.0,1.5707963267948966
3.0,18.599999999999998,2.0,1.5707963267948966
3.0,18.700000000000003,2.0,1.5707963267948966
3.0,18.8,2.0,1.5707963267948966
3.0,18.9,2.0,1.5707963267948966
3.0,19.0,2.0,1.5707963267948966
3.0,19.099999999999998,2.0,1.5707963267948966
3.0,19.2,2.0,1.5707963267948966
3.0,19.3,2.0,1.5707963267948966
3.0,19.4,2.0,1.5707963267948966
3.0,19.5,2.0,1.5707963267948966
3.0,19.6,2.0,1.5707963267948966
3.0,19.7,2.0,1.5707963267948966
3.0,19.8,2.0,1.5707963267948966
3.0,19.9,2.0,1.5707963267948966
3.0,20.0,2.0,1.5707963267948966
3.0,20.1,2.0,1.5707963267948966
3.0,20.2,2.0,1.5707963267948966
3.0,20.3,2.0,1.5707963267948966
3.0,20.4,2.0,1.5707963267948966
3.0,20.5,2.0,1.5707963267948966
3.0,20.6,2.0,1.5707963267948966
3.0,20.7,2.0,1.5707963267948966
3.0,20.799999999999997,2.0,1.5707963267948966
3.0,20.900000000000002,2.0,1.5707963267948966
3.0,21.0,2.0,1.5707963267948966
3.0,21.099999999999998,2.0,1.5707963267948966
3.0,21.2,2.0,1.5707963267948966
3.0,21.3,2.0,1.5707963267948966
3.0,21.400000000000002,2.0,1.5707963267948966
3.0,21.5,2.0,1.5707963267948966
3.0,21.599999999999998,2.0,1.5707963267948966
3.0,21.700000000000003,2.0,1.5707963267948966
3.0,21.8,2.0,1.5707963267948966
3.0,21.9,2.0,1.5707963267948966
3.0,22.0,2.0,1.5707963267948966
3.0,22.099999999999998,2.0,1.5707963267948966
3.0,22.200000000000003,2.0,1.5707963267948966
3.0,22.3,2.0,1.5707963267948966
3.0,22.4,2.0,1.5707963267948966
3.0,22.5,2.0,1.5707963267948966
3.0,22.6,2.0,1.5707963267948966
3.0,22.7,2.0,1.5707963267948966
3.0,22.8,2.0,1.5707963267948966
3.0,22.9,2.0,1.5707963267948966
3.0,23.0,2.0,1.5707963267948966
3.0,23.1,2.0,1.5707963267948966
3.0,23.2,2.0,1.5707963267948966
3.0,23.3,2.0,1.5707963267948966
3.0,23.4,2.0,1.5707963267948966
3.0,23.5,2.0,1.5707963267948966
3.0,23.6,2.0,1.5707963267948966
3.0,23.7,2.0,1.5707963267948966
3.0,23.799999999999997,2.0,1.5707963267948966
3.0,23.900000000000002,2.0,1.5707963267948966
3.0,24.0,2.0,1.5707963267948966
3.0,24.099999999999998,2.0,1.5707963267948966
3.0,24.2,2.0,1.5707963267948966
3.0,24.3,2.0,1.5707963267948966
3.0,24.400000000000002,2.0,1.5707963267948966
3.0,24.5,2.0,1.5707963267948966
3.0,24.599999999999998,2.0,1.5707963267948966
3.0,24.7,2.0,1.5707963267948966
3.0,24.8,2.0,1.5707963267948966
3.0,24.9,2.0,1.5707963267948966
3.0,25.0,2.0,1.5707963267948966
3.0,25.099999999999998,2.0,1.5707963267948966
3.0,25.200000000000003,2.0,1.5707963267948966
3.0,25.3,2.0,1.5707963267948966
3.0,25.4,2.0,1.5707963267948966
3.0,25.5,2.0,1.5707963267948966
3.0,25.6,2.0,1.5707963267948966
3.0,25.7,2.0,1.5707963267948966
3.0,25.8,2.0,1.5707963267948966
3.0,25.9,2.0,1.5707963267948966
3.0,26.0,2.0,1.5707963267948966
3.0,26.1,2.0,1.5707963267948966
3.0,26.2,2.0,1.5707963267948966
3.0,26.3,2.0,1.5707963267948966
3.0,26.4,2.0,1.5707963267948966
3.0,26.5,2.0,1.5707963267948966
3.0,26.6,2.0,1.5707963267948966
3.0,26.7,2.0,1.5707963267948966
3.0,26.799999999999997,2.0,1.5707963267948966
3.0,26.900000000000002,2.0,1.5707963267948966
3.0,27.0,2.0,1.5707963267948966
3.0,27.1,2.0,1.5707963267948966
3.0,27.2,2.0,1.5707963267948966
3.0,27.3,2.0,1.5707963267948966
3.0,27.400000000000002,2.0,1.5707963267948966
3.0,27.5,2.0,1.5707963267948966
3.0,27.599999999999998,2.0,1.5707963267948966
3.0,27.7,2.0,1.5707963267948966
3.0,27.8,2.0,1.5707963267948966
3.0,27.9,2.0,1.5707963267948966
3.0,28.0,2.0,1.5707963267948966
